,block_id,text,file,original_type,country,year,language,id,nr_words,topic_nr,topic_name,topic_category,Country,Alpha-2,Alpha-3,Numeric code,Latitude (average),Longitude (average),UN continental,UN statistical,Population_2018,Population_2019,Annex I or II,SIDS,DFID priority,World Bank Income,World Bank Region,Income group,food_score,Country Code,2021_gdp,Region
946,20,"las impresiones del grupo de debate, recopilando las propuestas, visiones de los diálogos y plasmándolas en el formulario preparado para ello. Dentro del cronograma de los diálogos desarrollados, se programaron dos diálogos adicionales, que permitieran no tan solo validar los resultados de los diálogos, sino también contar con el respaldo al 24",Dominican Republic_2022_ESP,.pdf,Dominican Republic,2022,ESP,Dominican Republic_2022_ESP_20,52,10,Dialogues,General & Governance,Dominican Republic,DO,DOM,214.0,19.0,-70.6667,Americas,Caribbean,"10,627,141","10,738,958",Non-Annex I,Caribbean,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,52.1,DOM,20462.5171301047,South America
947,20," En estos diálogos se ha trabajado en asegurar la inclusión de todos los criterios de la seguridad alimentaria y nutrición (disponibilidad, acceso, uso, estabilidad). Tanto en las sesiones presenciales como en las virtuales, se contó con un equipo de profesionales que tuvieron los roles de administradores/as que fungieron como moderadores de los diálogos, dando la bienvenida y procurando propiciar la participación de todos/as las personas del grupo; y facilitadores/as para el abordaje de los temas de debate y guía para la participación de todos/as, de forma que tengan la oportunidad de expresarse por igual y, al final del debate informar brevemente al pleno sobre los avances y ",Dominican Republic_2022_ESP,.pdf,Dominican Republic,2022,ESP,Dominican Republic_2022_ESP_20,111,10,Dialogues,General & Governance,Dominican Republic,DO,DOM,214.0,19.0,-70.6667,Americas,Caribbean,"10,627,141","10,738,958",Non-Annex I,Caribbean,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,52.1,DOM,20462.5171301047,South America
948,9,Alimentación Escolar • Se desarrolló a nivel nacional tres mesas de trabajo interinstitucionales con el objetivo de generar una propuesta para la simplificación de procesos de compra pública a cargo del Servicio Nacional de Contratación Pública (SERCOP) para facilitar el acceso de productores de la AFC.,Ecuador_2023_ESP,.pdf,Ecuador,2023,ESP,Ecuador_2023_ESP_9,45,10,Dialogues,General & Governance,Ecuador,EC,ECU,218.0,-2.0,-77.5,Americas,South America,"17,084,358","17,373,662",Non-Annex I,,0.0,Upper-middle,Latin America & Caribbean,Upper middle income,37.3,ECU,11720.6446417049,South America
949,15,"How did you organize the Dialogue so that the Principles were incorporated, reinforced and enhanced? The Dialogue was organized in a way to reflect different efforts that can be done and taken seriously to improve the nutrition in Country. This report addresses the complex issue of food systems. It provides an overview of solutions Country can adopt to face the challenges associated with food systems.",Egypt_2021_ENG,.docx,Egypt,2021,ENG,Egypt_2021_ENG_15,65,10,Dialogues,General & Governance,Egypt,EG,EGY,818.0,27.0,30.0,Africa,Northern Africa,"98,423,598","100,388,073",Non-Annex I,,0.0,Lower-middle,Middle East & North Africa,Lower middle income,28.5,EGY,12706.4044506141,Africa
950,1," Las diferentes mesas de consulta y debate desarrollados Líneas de acción de la cumbre correspondieron a espacios participativos de una sesión, en los cuales se realizaron diálogos de tipo conversatorio, conducidos por equipos de facilitación a partir de guiones de preguntas orientadoras. Retomando las recomendaciones de la Cumbre, Countrydefi nió realizar diálogos entorno a las cinco líneas de acción propuestas: 1. Garantizar el acceso a alimentos sanos y nutritivos para todas las personas 2.",El Salvador_2021_ESP,.pdf,El Salvador,2021,ESP,El Salvador_2021_ESP_1,74,10,Dialogues,General & Governance,El Salvador,SV,SLV,222.0,13.8333,-88.9167,Americas,Central America,"6,420,746","6,453,553",Non-Annex I,,0.0,Lower-middle,Latin America & Caribbean,Lower middle income,48.4,SLV,9981.88601960529,South America
951,0," The Country Dialogues-Leaving No Person Behind Despite COVID 19 disruption, the country successfully held over 16 FSS gatherings composed of: five(5) senior government and partners meetings, one (1) independent dialogue for Farmers, nine(9) commodity Value Chain dialogues and one (1) targeted nutrition & social protection platform. Facilitated dialogues included Accelerating Household Food Security, Agriculture Indaba (Summit), Country Farmers Contributing to Sustainable Food Systems (ESNAU), Value Chain dialogues for: Dairy, beef, vegetables, fruits, maize and beans, sugar, pork, cotton and nutrition and social protection.",Eswatini_2021_ENG,.pdf,Eswatini,2021,ENG,Eswatini_2021_ENG_0,85,10,Dialogues,General & Governance,Eswatini,SZ,SWZ,748.0,-26.5,31.5,Africa,Southern Africa,"1,136,281","1,148,130",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,67.0,SWZ,9730.06812466724,Africa
952,6," EFS National Dialogue 1 was then held on 31st March and 1st April 2021 which brought together more than one hundred experts and stakeholders from across Countryn government, bilateral and multilateral donors, NGOs, civil society, farmer groups and trade associations and the private sector (see Annex 1 for a full list of participants).",Ethiopia_2021_ENG,.pdf,Ethiopia,2021,ENG,Ethiopia_2021_ENG_6,53,10,Dialogues,General & Governance,Ethiopia,ET,ETH,231.0,8.0,38.0,Africa,Eastern Africa,"109,224,414","112,078,730",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,58.1,ETH,2547.71681384862,Africa
953,44,"Country’s development policy promotes the worldwide goal aiming at poverty reduction and the realization of fundamental rights, the rules-based multilateral system and the SDGs adopted in the UN. The objective of Country’s development cooperation is to strengthen developing countries’ own societies, including the basis of their economies. Country boosts the opportunities of people in developing countries to produce and source safe, healthy and nutritious food. Country supports access for food producers to food value chains and markets in order to strengthen food systems and for the food systems to improve food and nutrition security, and increase access to income.",Finland_2021_ENG,.docx,Finland,2021,ENG,Finland_2021_ENG_44,102,10,Dialogues,General & Governance,Finland,FI,FIN,246.0,64.0,26.0,Europe,Northern Europe,"5,522,576","5,532,156",Annex I,,0.0,High,Europe & Central Asia,High income,10.5,FIN,55203.328302581,Europe
954,5," For each Dialogue, a Chairperson, a Scribe, the Curator and the FSSD Focal Point from the Ministry of Agriculture provided technical support. The consultations were guided using a Key Informant Interview and Focus Group Discussion tools. For all the Action Tracks, participants were drawn from relevant institutions to ensure an all-inclusive Dialogue. The UN system (RCO, UNDP, WFP, and FAO) provided support to the FSSD process.",Gambia_2021_ENG,.pdf,Gambia,2021,ENG,Gambia_2021_ENG_5,67,10,Dialogues,General & Governance,Gambia,GM,GMB,270.0,13.4667,-16.5667,Africa,Western Africa,"2,280,094","2,347,706",Non-Annex I,,0.0,Low,Sub-Saharan Africa,Low income,60.7,GMB,2281.30552640672,Africa
955,5," The national dialogues are to provide impetus to the vision of the UN FSS and the implementation of the 2030 Agenda. With the “Pathways towards Sustainable Food Systems” kick-off event held digitally from 8 to 10 June 2021, the Federal Government set in motion a long-term national dialogue process in Country.",Germany_2021_ENG,.pdf,Germany,2021,ENG,Germany_2021_ENG_5,53,10,Dialogues,General & Governance,Germany,DE,DEU,276.0,51.0,9.0,Europe,Western Europe,"83,124,418","83,517,045",Annex I,,0.0,High,Europe & Central Asia,High income,3.8,DEU,58276.0150952143,Europe
956,4,"Brief Background -National Food System Dialogue Since the 5-day National Dialogue that was conducted in July this year, 2021; the key stakeholder ministries of the Ministry of Environment, Lands, and Agricultural Development, the Ministry of Fisheries and Marine Resources Development (MFMRD), the Ministry of Health and Medical Services (MHMS), the Ministry of Commerce, Industries and Cooperatives (MCIC), the Ministry of Education (MOE), the Office of Te Beretitenti (President Office) which houses the Disaster National Office (DNO), and the CountryChamber of Commerce & Industries still cling hard to the belief that they still have an important call to transform the CountryFood Systems.",Kiribati_2021_ENG,.docx,Kiribati,2021,ENG,Kiribati_2021_ENG_4,101,10,Dialogues,General & Governance,Kiribati,KI,KIR,296.0,1.4167,173.0,Oceania,Micronesia,"115,847","117,606",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,41.0,KIR,2128.07663835547,Oceania
957,108,"Develop the right level of support and incentive to all national food production players like the State-owned-Enterprises (KCDL and CPPL) and the private sector so their production, processing and packaging capacity can increase over time to compete with the imported food items and at the same time to foster the nutritious quality of the local produce -making it more competitive to the imported food items; KCCI, MELAD, and KCIC:",Kiribati_2021_ENG,.docx,Kiribati,2021,ENG,Kiribati_2021_ENG_108,71,10,Dialogues,General & Governance,Kiribati,KI,KIR,296.0,1.4167,173.0,Oceania,Micronesia,"115,847","117,606",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,41.0,KIR,2128.07663835547,Oceania
958,1, It is against this background that the government of Country in July initiated national dialogues in order to pave a way for a collaborative food systems framework and to merge the national objectives with the 2030 Agenda and finally to adopt a common position with other African states. Dialogues as part and parcel of the Food Systems,Lesotho_2021_ENG,.docx,Lesotho,2021,ENG,Lesotho_2021_ENG_1,57,10,Dialogues,General & Governance,Lesotho,LS,LSO,426.0,-29.5,28.5,Africa,Southern Africa,"2,108,328","2,125,268",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,56.7,LSO,2521.53066265486,Africa
959,0,"LIBERIA DIALOGCountry'sOUTCOMES The Government of Country, through the United Nations Food Systems Summit’s National Dialogue Convener and Agriculture Minister Jeanine M. Cooper, has been holding a series of virtual national dialogues for viable and sustained national food systems. The overarching goal of the UN Food DIALOGCountry's OVERVIEW Systems Summit, to be convened by the United Nations Secretary-General in September 2021, is to help stakeholders to better understand and manage the complex choices that affect the future of food systems and to accelerate progress toward the Sustainable Development Goals (SDGs). The dialogues are aimed at capturing broader views on four main topics relevant to the country’s food systems.",Liberia_2021_ENG,.pdf,Liberia,2021,ENG,Liberia_2021_ENG_0,112,10,Dialogues,General & Governance,Liberia,LR,LBR,430.0,6.5,-9.5,Africa,Western Africa,"4,818,973","4,937,374",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,81.2,LBR,1563.55292710265,Africa
960,14,"Focus point 1. Collaboration: Food systems transformation requires coordinated and consistent cross-sectoral and international commitments. Existing policy implementation The pathways under this Priority Theme either respond to or support the implementation of existing strategic and sector development plans and policies. Please refere to the Appendix for detailed information. Implementing the Critical Pathways Implementation of the Critical Pathways, and Supporting Solutions, that comprise the DRAFT RMI Food Systems Pathway requires careful planning and structured roll-out and monitoring to ensure their achievement and support of the 2030 Agenda for Sustainable Development. It is considered that all initiatives herein will follow a similar approach, whereby a Horizon-based approach is adopted.",Marshall Islands_2021_ENG,.pdf,Marshall Islands,2021,ENG,Marshall Islands_2021_ENG_14,110,10,Dialogues,General & Governance,Marshall Islands,MH,MHL,584.0,9.0,168.0,Oceania,Micronesia,"58,413","58,791",Non-Annex I,Pacific,0.0,Upper-middle,East Asia & Pacific,Upper middle income,,MHL,6549.62188427606,Oceania
961,4," Les activités menées à cette fin viseront à approfondir les connaissances sur les contraintes et possibilités se présentant aux petites exploitations agricoles et aux petites entreprises tout au long de la chaîne de valeur alimentaire, ainsi qu’à favoriser une gouverCountry'sce des systèmes alimentaires qui réoriente les mesures incitatives en vue de réduire les pertes alimentaires et les autres incidences néfastes sur l’environnement.",Mauritania_2021_FR,.pdf,Mauritania,2021,FR,Mauritania_2021_FR_4,65,10,Dialogues,General & Governance,Mauritania,MR,MRT,478.0,20.0,-12.0,Africa,Western Africa,"4,403,313","4,525,696",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,53.7,MRT,5830.81708784703,Africa
962,5," L’intention est de faire en sorte que tous les interveCountry'sts des systèmes alimentaires disposent des moyens nécessaires pour se préparer et résister aux épisodes d’instabilité et pour s’en relever, et de faciliter la participation de tous les habitants de la planète à des systèmes alimentaires qui, malgré les chocs et les facteurs de perturbation, constituent des sources de sécurité alimentaire, de nutrition et de moyens de subsistance équitables pour tous.",Mauritania_2021_FR,.pdf,Mauritania,2021,FR,Mauritania_2021_FR_5,74,10,Dialogues,General & Governance,Mauritania,MR,MRT,478.0,20.0,-12.0,Africa,Western Africa,"4,403,313","4,525,696",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,53.7,MRT,5830.81708784703,Africa
963,0," a) Une évaluation des objectifs des systèmes alimentaires actuels, de leur fonctionnement à travers les analyses existantes, a été réalisée par la plupart des acteurs et dans le cadre des concertations nationales qui se sont déroulées du 21 au 24 juin 2021 et ont regroupé 148 acteurs, en rapport avec la réalisation des 17 Objectifs de Développement Durables (ODD).",Mauritania_2021_FR,.pdf,Mauritania,2021,FR,Mauritania_2021_FR_0,59,10,Dialogues,General & Governance,Mauritania,MR,MRT,478.0,20.0,-12.0,Africa,Western Africa,"4,403,313","4,525,696",Non-Annex I,,0.0,Lower-middle,Sub-Saharan Africa,Lower middle income,53.7,MRT,5830.81708784703,Africa
964,25,"Given all of these factors the national planning team agreed on 5 organizing principles: The dialog process, challenges and solution pathways must be owned by the State Governments and by the local communities of the FSM, and not simply be a nominal response to external prescriptions and exhortations. Accordingly, the dialogues would have to be held as face-to-face events within each state.  The Food Systems Dialogue approach should be used as an opportunity to facilitate a transformative change in food systems dynamics to achieve definitive change and not to just hype incremental and nominal change,",Micronesia_2021_ENG,.docx,Micronesia,2021,ENG,Micronesia_2021_ENG_25,97,10,Dialogues,General & Governance,Micronesia,FM,FSM,583.0,6.9167,158.25,Oceania,Micronesia,"112,640","113,815",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,,FSM,3642.09539419912,Oceania
965,43,"The first State Dialogue was held in Pohnpei State on July 20-22. A technical problem with the air service delayed subsequent dialogues until August 4-6 in Weno, Chuuk State, August 10-12 in Colonia, Yap State, August 13 in Woleai Atoll, Yap, and August 17-19 in Tofol, Kosrae State. All four State Dialogs were opened by their respective Governors (Kosrae, Acting Governor) and followed a similar format, with a modified version adapted for Woleai. All participants were invited by the respective State Leads. Responses of youth in a nation-wide teleconference discussion on World Youth Day were enthusiastic event reaffirm hope for the future.",Micronesia_2021_ENG,.docx,Micronesia,2021,ENG,Micronesia_2021_ENG_43,107,10,Dialogues,General & Governance,Micronesia,FM,FSM,583.0,6.9167,158.25,Oceania,Micronesia,"112,640","113,815",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,,FSM,3642.09539419912,Oceania
966,43," Finally, a national-level dialog in Kolonia, Pohnpei, to which FSM national government technical program staff, NGOs and diplomatic missions were invited, affirmed the possibility to align those programs with the thematic issues and dialog outcomes from the four states to enable quick delivery on some of the issues raised in the dialogs, and highlighted the synergistic opportunities of utilizing a unified channel for community engagement.",Micronesia_2021_ENG,.docx,Micronesia,2021,ENG,Micronesia_2021_ENG_43,66,10,Dialogues,General & Governance,Micronesia,FM,FSM,583.0,6.9167,158.25,Oceania,Micronesia,"112,640","113,815",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,,FSM,3642.09539419912,Oceania
967,7," o National Dialogues – A Food and Nutrition Stakeholder’s Dialogue that includes public sector, civil society, community-based organizations, bilateral and multilateral agencies will be established to discuss and consult on the progress of the implementation of the pathway and related strategies. Investment support and Resource Mobilization o Public investment on behalf of the government and co-fiCountry'scing through development partners for projects currently in the pipeline will be utilized to fund projects in the short term.",Naura_2021_ENG,.pdf,Nauru,2021,ENG,Naura_2021_ENG_7,78,10,Dialogues,General & Governance,Nauru,NR,NRU,520.0,-0.5333,166.9167,Oceania,Micronesia,"10,670","10,756",Non-Annex I,Pacific,0.0,Upper-middle,East Asia & Pacific,High income,,NRU,13125.3483716561,Oceania
968,1," The dialogues are based on participants’ unique experiences, studies and observations from their involvement and the work they undertake directly or indirectly in the food systems process. The convening of the National Dialogue on the 15th of July 2021 in Port Moresby concluded PNG’s official preparation to attending the Pre-Summit (in Rome) as well as the September Summit in New York (23rd), which will likely be convened in conjunction with the 76th UN General Assembly.",Papua New Guinea_2021_ENG,.pdf,Papua New Guinea,2021,ENG,Papua New Guinea_2021_ENG_1,77,10,Dialogues,General & Governance,Papua New Guinea,PG,PNG,598.0,-6.0,147.0,Oceania,Melanesia,"8,606,323","8,776,109",Non-Annex I,Pacific,0.0,Lower-middle,East Asia & Pacific,Lower middle income,,PNG,4040.03944593112,Oceania
969,0," Inspired and facilitated by this UN initiative we organized Country’s first Food System National Dialogue bringing these same stakeholders, public and private sector parties, together in one theater style event – for the first time – to discuss how we can and should further improve our national food system beyond its current achievements. And indeed, the invited public did raise a few important items pressing our food sector players to go few steps further than they have done so far.",Qatar_2021_ENG,.pdf,Qatar,2021,ENG,Qatar_2021_ENG_0,79,10,Dialogues,General & Governance,Qatar,QA,QAT,634.0,25.5,51.25,Asia,Western Asia,"2,781,682","2,832,067",Non-Annex I,,0.0,High,Middle East & North Africa,High income,,QAT,102018.115941464,Asia
970,0," from key stakeholders in Country’s food systems. Country organized three stages of National Dialogues STAGE 3 PATHWAY INTENSION AND to convene diverse stakeholders in Country’s food systems to find game-changing solutions for the COMMITMENT: HIGH LEVEL NATIONAL Countryn context. Given the impact of COVID-19 DIALOGUE [July 2021]. on gatherings, the dialogues were run virtually.",Rwanda_2022_ENG,.pdf,Rwanda,2022,ENG,Rwanda_2022_ENG_0,58,10,Dialogues,General & Governance,Rwanda,RW,RWA,646.0,-2.0,30.0,Africa,Eastern Africa,"12,301,970","12,626,950",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,,RWA,2459.70734669588,Africa
971,8," Thus, the districts. facilitator engaged all the participants successfully. The participants were attentive, understanding, STAGE 3 PATHWAY INTENSION AND and expressive and respected the ideas of other COMMITMENT: HIGH LEVEL NATIONAL participants. They also challenged in some of the DIALOGUE [July 2021]. At the end, the curator summarized the outcomes from the various discussion groups.",Rwanda_2022_ENG,.pdf,Rwanda,2022,ENG,Rwanda_2022_ENG_8,55,10,Dialogues,General & Governance,Rwanda,RW,RWA,646.0,-2.0,30.0,Africa,Eastern Africa,"12,301,970","12,626,950",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,,RWA,2459.70734669588,Africa
972,4, Dialogue process in Countryidentified following goals for the next decade: growth of production and income stability;  growth of competitiveness with adjustments to domestic and foreign markets  requirements and technical-technological promotion; sustainable management of resources and environment protection;  build resilience to climate change;  implement nature-positive production methods that help mitigate climate change and  reduce the impact of agriculture on natural ecosystems; improvement of quality of life in rural areas and poverty reduction;  efficient management of public policies and promotion of institutional framework for  development of food systems; strengthen regulatory enforcement;  educate consumers on healthy eating habits as well as on food loss and food waste.,Serbia_2021_ENG,.pdf,Serbia,2021,ENG,Serbia_2021_ENG_4,106,10,Dialogues,General & Governance,Serbia,RS,SRB,688.0,44.0,21.0,Europe,Southern Europe,"8,802,754","8,772,235",Non-Annex I,,0.0,Upper-middle,Europe & Central Asia,Upper middle income,14.8,SRB,21641.8514735572,Europe
973,3,"0 Objective and Method The core objective of the dialogues was to harvest the collective opinions, ideas, perceptions and reasoning of a diverse cohort of stakeholders about the current status of the country’s food system, as well as the perceived transformation that must happen to build a more robust and resilient food system. The ultimate motive is to narrow the gap between the quantity of food commodities that Countryimports and the volume of food that is produced locally. A total of eleven dialogues involving eleven groups of stakeholders were organised from the 04th August 2021 – 03rd September 2021.",Seychelles_2021_ENG,.pdf,Seychelles,2021,ENG,Seychelles_2021_ENG_3,99,10,Dialogues,General & Governance,Seychelles,SC,SYC,690.0,-4.5833,55.6667,Africa,Eastern Africa,"97,096","97,739",Non-Annex I,AIMS,0.0,High,Sub-Saharan Africa,High income,14.7,SYC,31596.1596637515,Africa
974,1," Significance of Food Systems Dialogues in Country National Food Systems Summit Dialogues facilitated a country led process to articulate national pathways to sustainable, resilient and equitable food systems, towards the realization of the vision of the 2030 Agenda for Sustainable Development and to contribute to the National Development Plan 9. Food Systems Champions from multiple sectors and stakeholder groups came together during the Country Food Systems Dialogue series and identified the challenges and opportunities that exist within the food system for the food system. RESOURCE AND TECHNICAL PARTNERS MINISTRY OF AGRICULTURE AND IRRIGATION",Somalia_2021_ENG,.pdf,Somalia,2021,ENG,Somalia_2021_ENG_1,93,10,Dialogues,General & Governance,Somalia,SO,SOM,706.0,10.0,49.0,Africa,Eastern Africa,"15,008,226","15,442,905",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Low income,79.5,SOM,1248.81248733232,Africa
975,24,"In the light of above government led national initiatives, we had 9 provincial meetings to explore the progress and gaps experience by each province and also to identify emerging needs. In parallel to the member state dialogue process, SLYCAN Trust, a non-profit think tank, conducted a series of events focusing on youth engagement in food systems, the challenges faced by youth, and youth-led solutions in Country. The event series comprised of two independent national dialogues and a series of provincial dialogues that covered all nine provinces of Country, bringing together youth between the 18 and 35 years to provide their inputs across the five action tracks of the Food Systems Summit.",Sri Lanka_2021_ENG,.docx,Sri Lanka,2021,ENG,Sri Lanka_2021_ENG_24,113,10,Dialogues,General & Governance,Sri Lanka,LK,LKA,144.0,7.0,81.0,Asia,Southern Asia,"21,228,763","21,323,733",Non-Annex I,,0.0,Upper-middle,South Asia,Lower middle income,10.9,LKA,14706.54131846,Asia
976,0," Representation in the three dialogues with a global focus was somewhat more balanced, including more representatives from civil society. The majority of those involved were women and people aged over 30. The pathway is based on these dialogues. The dialogues have shown that there are several Country's strengths that must be considered in ongoing efforts to develop a sustainable food system:",Sweden_2021_ENG,.pdf,Sweden,2021,ENG,Sweden_2021_ENG_0,62,10,Dialogues,General & Governance,Sweden,SE,SWE,752.0,62.0,15.0,Europe,Northern Europe,"9,971,638","10,036,379",Annex I,,0.0,High,Europe & Central Asia,High income,5.4,SWE,59222.6336482021,Europe
977,4," The dialogue is intended to lead to policy recommendations that point to possible holistic solutions. In addition, ongoing work such as that undertaken in preparation for the United Nations Food Systems Summit 2021 should be further pursued. Main findings of the national Food Systems Summit Dialogues, of relevance to this measure: Participants recommended to seize the momentum created by the preparations for the Food Systems Summit to establish an ongoing dialogue with a food systems approach at national level.",Switzerland_2021_ENG,.pdf,Switzerland,2021,ENG,Switzerland_2021_ENG_4,79,10,Dialogues,General & Governance,Switzerland,CH,CHE,756.0,47.0,8.0,Europe,Western Europe,"8,525,611","8,591,365",Annex I,,0.0,High,Europe & Central Asia,High income,2.1,CHE,77120.5553508179,Europe
978,23,"The national dialogues in Country involved a diverse range of stakeholders including government agencies, private sector, civil society, community leaders, farmers, and the academia. Country recognizes the importance of transforming food systems as a vehicle for achieving the SDGs and national development aspirations. In Country, these consultations were held at the subnational and national level to solicit inputs from a range of stakeholders. Participants strongly expressed their support for and commitment to strengthening food systems in Country. They noted that the focus in Country should be on food security, nutrition, livelihoods, food safety, while preserve biodiversity and enabling the country to meet its environmental and climate goals.",Tajikistan_2021_ENG,.docx,Tajikistan,2021,ENG,Tajikistan_2021_ENG_23,107,10,Dialogues,General & Governance,Tajikistan,TJ,TJK,762.0,39.0,71.0,Asia,Central Asia,"9,100,835","9,321,018",Non-Annex I,,1.0,Low,Europe & Central Asia,Lower middle income,,TJK,4288.1678896526,Asia
979,24," A whole scale structural transformation of the agriculture and the entire food systems is needed in Country. Transformation should focus on reorienting the entire food systems value-chain to eco-friendly agriculture investments and practices, improving distribution and trade of food, encouraging healthy food consumption, reducing food waste, enhancing green livelihoods, and promoting safe diets based on the “One Health approach. National Food Systems Pathway for Country",Tajikistan_2021_ENG,.docx,Tajikistan,2021,ENG,Tajikistan_2021_ENG_24,67,10,Dialogues,General & Governance,Tajikistan,TJ,TJK,762.0,39.0,71.0,Asia,Central Asia,"9,100,835","9,321,018",Non-Annex I,,1.0,Low,Europe & Central Asia,Lower middle income,,TJK,4288.1678896526,Asia
980,2," Guided by principles of engagement, these dialogues enabled diverse participants to work together on exploring challenges and options to transform food systems in a manner that contributes to the realization of the vision of the 2030 Agenda for Sustainable Development in Countryn context. In the process of engagement, the sub-national and national dialogues, background paper and the Annual Agriculture Policy Conference (AAPC) evaluated the current",Tanzania_2021_ENG,.pdf,Tanzania,2021,ENG,Tanzania_2021_ENG_2,66,10,Dialogues,General & Governance,Tanzania,TZ,TZA,834.0,-6.0,35.0,Africa,Eastern Africa,"56,313,438","58,005,463",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Lower middle income,58.7,TZA,2836.24243164063,Africa
981,0, A mixed approach of physical and virtual meetings were applied during such dialogues in cognizance of public health concerns related with COVID-19 pandemic. The dialogues were effective inclusive platforms where visions and voices of a spectrum of stakeholders were harnessed to inform the futures and pathways to Sustainable Food Systems and SDGs at large.,Tanzania_2021_ENG,.pdf,Tanzania,2021,ENG,Tanzania_2021_ENG_0,55,10,Dialogues,General & Governance,Tanzania,TZ,TZA,834.0,-6.0,35.0,Africa,Eastern Africa,"56,313,438","58,005,463",Non-Annex I,,1.0,Low,Sub-Saharan Africa,Lower middle income,58.7,TZA,2836.24243164063,Africa
982,4," In this context, the dialogue process, which was planned in three stages as member country dialogues, global dialogues and independent dialogues, was conducted between November 2020 and September 2021. This national pathway is prepared on the basis of the outputs of all the dialog processes in accordance with Country’s national strategy and policies in relation to food system components. ",Turkiye_2021_ENG,.pdf,Türkiye,2021,ENG,Turkiye_2021_ENG_4,60,10,Dialogues,General & Governance,Türkiye,TR,TUR,792.0,39.0,35.0,Asia,Western Asia,"82,340,088","83,429,615",Annex I,,0.0,Upper-middle,Europe & Central Asia,Upper middle income,,TUR,30444.3877084747,Asia
983,9," levels meetings Accordingly, on the one hand, the problematic-intervention areas, solution suggestions and action recommendations were received through online surveys and workshops. The first online workshop was Literature carried out with participants who are the members of review Business Council for Sustainable Development Country (BCSD Country) including a workshop with 5 members. The second survey was conducted mainly with the 4",Turkiye_2021_ENG,.pdf,Türkiye,2021,ENG,Turkiye_2021_ENG_9,62,10,Dialogues,General & Governance,Türkiye,TR,TUR,792.0,39.0,35.0,Asia,Western Asia,"82,340,088","83,429,615",Annex I,,0.0,Upper-middle,Europe & Central Asia,Upper middle income,,TUR,30444.3877084747,Asia
984,44," Nevertheless, digital Though Country, implements measures to combat transformation for food systems has some drawbacks COVID-19 and food safety and security problems such as low literacy, increasing digital divides, lack of aren’t expected, the agri-food sector has faced some investment, legislative problems with data security and challenges (such as production losses, lack of temporary protection. Adaptation of digital technologies requires labour, decreasing labour and farmer incomes and sales, a little bit of time.",Turkiye_2021_ENG,.pdf,Türkiye,2021,ENG,Turkiye_2021_ENG_44,76,10,Dialogues,General & Governance,Türkiye,TR,TUR,792.0,39.0,35.0,Asia,Western Asia,"82,340,088","83,429,615",Annex I,,0.0,Upper-middle,Europe & Central Asia,Upper middle income,,TUR,30444.3877084747,Asia
985,0," The event provided a platform for inclusive dialogues and enabled the participants to contribute to the design, and advised key success factors for the FoodTech Valley, including strengthening partnerships with the private sector to enable a transition towards sustainable and resilient food systems. The Vision for the national food security strategy and outcomes of the dialogue and follow-up consultations provided valuable insights that help in framing the Country national pathway for food systems transformation.",United Arab Emirates_2021_ENG,.pdf,United Arab Emirates,2021,ENG,United Arab Emirates_2021_ENG_0,75,10,Dialogues,General & Governance,United Arab Emirates,AE,ARE,784.0,24.0,54.0,Asia,Western Asia,"9,630,959","9,770,529",Non-Annex I,,0.0,High,Middle East & North Africa,High income,9.8,ARE,76609.1979999204,Asia
986,80," The concluding Dialogue successfully created an opportunity for engagement and interconnection among an even broader set of food systems stakeholders, connecting the sub-national and national level, and consolidated country-level commitments and actions, shaping the direction of the pathway to sustainable national food systems for the coming decade.",Uzbekistan_2021_ENG,.docx,Uzbekistan,2021,ENG,Uzbekistan_2021_ENG_80,49,10,Dialogues,General & Governance,Uzbekistan,UZ,UZB,860.0,41.0,64.0,Asia,Central Asia,"32,476,244","32,981,716",Non-Annex I,,0.0,Lower-middle,Europe & Central Asia,Lower middle income,26.1,UZB,8497.44830751167,Asia
